q0,8,47526,8,57921,8,349,0,0,160564,1,47304,160564,0
q1020,3,848,4,1470,4,128,0,0,14181,1,687,14181,0
q1052,4,1318,5,1938,5,355,0,0,12602,1,1106,12602,0
q1084,3,1703,4,2753,4,126,0,0,22723,1,1532,22723,0
q1116,5,3098,6,4798,6,253,0,0,28378,1,2920,28378,0
q1148,9,1720,14,3555,14,412,18,0,11995,1,1441,11995,0
q1180,5,1396,7,3283,7,209,8,0,10481,1,1164,10481,0
q1212,6,4886,7,6760,7,231,0,0,32100,1,4701,32100,0
q1244,7,1512,12,24147,14,469,152,0,36890,3,3625,36890,0
q1276,6,4628,6,6344,6,203,0,0,31822,1,4437,31822,0
q128,7,92124,13,275482,13,304,32,0,1222015,1,91851,1222015,0
q1308,7,2820,11,17123,12,373,109,0,22725,2,4170,22725,0
q1340,5,1259,10,23168,13,425,182,0,38907,4,2585,38907,0
q1372,10,33011,11,38596,11,610,0,0,76500,1,32743,76500,0
q1404,10,3830,12,6001,12,445,4,0,15980,1,3581,15980,0
q1436,5,1233,5,2025,5,170,0,0,12862,1,1058,12862,0
q1468,7,813,16,15395,24,1009,318,0,22197,7,3827,22191,0
q1500,7,1502,12,12630,19,573,255,0,21343,4,1608,21343,0
q1532,7,5323,8,7260,8,300,0,0,31696,1,5138,31696,0
q1564,5,1075,9,10785,11,321,137,0,17729,3,1413,17729,0
q1596,6,3696,10,24213,11,352,96,0,30386,2,3894,30386,0
q160,7,179283,8,214145,8,409,0,0,604264,1,179040,604264,0
q1628,7,2010,11,18437,12,376,119,0,22675,2,2925,22675,0
q1660,6,1077,10,9762,11,317,110,0,19597,2,1792,19597,0
q1692,6,6368,7,8211,7,269,0,0,31970,1,6185,31970,0
q1724,7,2981,10,15973,10,296,52,0,39857,1,2699,39857,0
q1756,5,1456,5,2304,5,155,0,0,16151,1,1280,16151,0
q1788,5,1606,5,2268,5,145,0,0,11974,1,1437,11974,0
q1820,5,1128,6,1842,6,232,0,0,11394,1,943,11394,0
q1852,5,1595,6,2274,6,175,0,0,11394,1,1414,11394,0
q1884,5,5682,6,7629,6,206,0,0,34281,1,5501,34281,0
q1916,5,1332,6,1994,6,234,0,0,11394,1,1148,11394,0
q192,12,149540,12,173255,12,662,0,0,270136,1,149294,270136,0
q1948,8,2347,9,3260,9,402,0,0,12486,1,2145,12486,0
q1961,5,427,6,570,6,199,0,0,2134,1,259,2134,0
q1993,2,491,3,758,3,105,0,0,6189,1,335,6189,0
q2025,3,356,4,508,4,125,0,0,2533,1,200,2533,0
q2057,10,5493,11,6285,11,507,0,0,8482,1,5256,8482,0
q2089,3,274,4,398,4,132,0,0,1908,1,115,1908,0
q2121,2,446,3,712,3,198,0,0,6189,1,246,6189,0
q2153,12,4228,13,4467,13,746,0,0,2507,1,3985,2507,0
q2185,2,394,3,669,3,104,0,0,6189,1,240,6189,0
q2217,2,378,3,618,3,110,0,0,5675,1,217,5675,0
